title,category,context,char_count,word_count,code_switching,has_date,has_location,has_person,has_shhal,has_shno
أياكس سمع ريال مدريد باغيين عبد الله وزان وهما يعرضو عليه تجديد العقد وريال مدريد اتفقو معه,كود سبور,كايحاولو آياكس أمستردام الهولندي يعتقو الوضع ديالهم مع النجم المغربي الشاب عبد الله وزان، باش ما يضيعوش ويمشي من الفريق فابور، حيث الأندية الكبيرة فأوروبا باغينو وأولهم ريال مدريد الإسباني.,189,30,0,0,1,1,0,0
بوليس ألمانية: للي نفذات هجوم الطعن ف هامبورغ وضربات 18 واحد “مريضة نفسيا”.. فيديو كيوثق لحظة اعتقالها,جورنالات بلادي,أعلنت الشرطة الألمانية، السبت، أن ألمانية متهمة بتنفيذ هجوم طعن جماعي أسفر عن إصابة 18 شخصا في محطة قطارات في هامبورغ، تعاني مرضا نفسيا.,136,24,0,0,0,1,1,1
بسباب بوسة فيها الدغل.. الحبس 10 سنين ف حق مرا,تبركيك,أعلن مكتب المدعي العام في مقاطعة نوفوسيبيرسك الروسية أن محكمة في المدينة أصدرت حكما على امرأة بالسجن 10 سنوات وشهر بسبب محاولتها تهريب مخدرات إلى رجل في قاعة المحكمة من خلال قبلة.,179,32,0,0,0,0,1,1
إكستريمادورا باغية تعزز وجودها التجاري ف المغرب وبعثة جاية لكازا ف نوفمبر الجاي,جورنالات بلادي,قالت جورنالات صبليونية، إن جهة إكستريمادورا الإسبانية باغية تعزز وجودها ف المغرب من خلال مهمة تجارية متعددة القطاعات، حيث نشرت الجريدة الرسمية لإكستريمادورا دعوة لتقديم مقترحات لمهمة خاصة بالتجارة المباشرة إلى المغرب 2025.,222,33,0,0,1,1,0,1
ترامب عين روبيو مستشار  للأمن القومي ورشح والتز سفير ف الأمم المتحدة,جورنالات بلادي,عين الرئيس الأميركي دونالد ترامب وزير خارجيته ماركو روبيو مستشاراً للأمن القومي الأميركي بالوكالة بعد أن أعفى مايك والتز من المنصب.,131,21,0,0,0,0,0,1
بعدما اتفق مع ايت منا على الفراق غير بالشفاوي.. موكوينا مشى من المغرب وها فين,كود سبور,اقتنع الجنوب إفريقي رولاني موكوينا، بأنه ما بقى عندو ما يدير فالوداد الرياضي، في انتظار تفعيل لاتفاق بالهضرة اللي بينو بين رئيس النادي هشام آيت منا.,148,26,0,0,1,1,0,0
ملف الصحرا غاب فمحادثات تلفونية بين تبون والرئيس الألماني,آش واقع,قال بيان للرئاسة الجزائرية، بلي الرئيس عبد المجيد تبون هضر البارح الاثنين، فالتلفون مع رئيس جمهورية ألمانيا الاتحادية فرانك فالتر شتاينماير، تم خلالها تناول عددا من القضايا الإقليمية والدولية ذات الاهتمام المشترك.,213,32,0,0,1,1,0,1
تقرير رسمي: إنتاج الصناعات الغذائية وصناعة الطوموبيلات ولحوايج والجلد تراجع فبلادنا,آش واقع,"كشف تقرير رسمي صادر عن المندوبية السامية للتخطيط باللي الرقم الاستدلالي لإنتاج الصناعة التحويلية باستثناء تكرير النفط عرف ارتفاعا قدره 7,0% خلال الفصل الثاني من سنة 2025 مقارنة مع نفس الفترة من سنة 2024.",203,34,0,0,0,1,1,1
شنو معنى: المغرب يسير بسرعتين، وحل لا غالب ولا مغلوب,آش واقع,بعد انتهاء الخطاب الملكي بمناسبة عيد العرش، كان واحد التفاعل في مواقع التواصل الاجتماعي، كيركز على قول الملك في الخطاب أن المغرب كيمشي بزوج ديال السرعات مختلفة، كيما كان التركيز وإن بشكل أقل بتكرار الملك لمقولة: حل لا غالب فيه ولا مغلوب، فيما يخص النزاع المفتعل حول الصحراء.,274,48,0,0,1,1,0,1
باليوم والساعة.. ترامب حدد “المهلة الأخيرة” لحماس: الحرب مسالية مسالية والى ماقبلتوش راحنا عارفينكم شكون نتوما وفين نتوما وغانجيبكم وغانقتلكم,جورنالات بلادي,قال الرئيس الأميركي دونالد ترامب، الجمعة، إنه يجب التوصل إلى اتفاق مع حركة حماس بشأن غزة بحلول الساعة السادسة من مساء الأحد بتوقيت واشنطن.,138,24,0,0,1,0,0,1
تعيين فوزي لقجع نائب أول لرئيس الكاف موتسيبي,كود سبور,تعين فوزي لقجع رئيس الجامعة الملكية المغربية لكرة القدم، نائب اول لرئيس الاتحاد الافريقي لكرة القدم، الجنوب إفريقي باتريس موتسيبي.,130,20,0,0,1,0,0,1
حمضي الباحث فالسياسات والنظم الصحية: الأنفلونزا الموسمية تقدر تكون خطيرة بزاف وحتى مميتة والتطعيم فاللول د الخريف هو الحل,آش واقع,قال الطيب حمضي طبيب وباحث في السياسات والنظم الصحية، أنه لا يجب الاستهانة بالأنفلونزا الموسمية، مؤكدا أنه يمكن الوقاية منها، مضيفا في تصريحات قائلاً: “حان الوقت الآن للحصول على التطعيم”.,186,30,0,0,0,0,0,1
الأشبال بداو مونديال أقل من 20 عام مزيان: ربحو الصبليون ومتصدرين لگروب,كود سبور,بدا المنتخب الوطني المغربي لأقل من 20 عام، كاس العالم U20 “الشيلي 2025″، مزيان برباح على الصبليون.,98,17,0,0,1,0,0,0
استفتاء. السويسريون رفضو الخدمة المدنية الإلزامية والضرائب المناخية على لملايرية,جورنالات بلادي,رفض السويسريون الأحد في استفتاء مقترحَين مثيرَين للجدل يدعوان إلى إبدال الخدمة العسكرية الإلزامية للرجال بواجب مدني إلزامي للجميع، وفرض ضريبة على أصحاب الثروات الكبيرة لتمويل مكافحة تغيّر المناخ.,195,29,0,0,0,0,0,1
إطلاق نار قدام مبنى “CIA” بفرجينيا.. طموبيل سايگها امراة حاولت تتخطى البوليس,جورنالات بلادي,أعلنت شرطة فيرفاكس بوقوع إطلاق نار خارج مقر وكالة المخابرات المركزية الأميركية في ماكلين، بولاية فرجينيا.,105,16,0,0,0,0,0,1
وهبي: جاني اليأس وفكرت فالرحيل وتواجهت وسط الحكومة لي رئيسها محافظ كثر من حزب الاستقلال.. والممارسة السياسية فالمغرب جد بطيئة,آش واقع,قال وزير العدل، عبد اللطيف وهبي، بلي واجه صعوبات ومشاكل وسط الحكومة باش دوز مشاريع قوانين، مشيرا بلي حتى رأس الحكومة محافظ كثر من حزب الاستقلال.,144,26,0,0,0,1,0,1
بزناس وروشيرشي طاحو فعمليات أمنية فمراكش وها شحال ديال الحشيش تلقات عن أحدهم,آش واقع,تمكنت التشكيلة الأمنية بمراكش المنصبة بالسد القضائي طريق البيضاء زوال أمس الجمعة من ضبط شخص من ذوي السوابق القضائية، متن حافلة للمسافرين متلبسا بحيازة أزيد من ثلاث كيلوغرامات من مخدر الشيرا عبارة عن 32 صفيحة من مخدر الشيرا.,223,38,0,0,1,0,1,1
فيديو كيخلع.. عافية كبيرة شعلات ف ناطحة سحاب ف هونغ كونغ,كود-تيفي,شعل حريق كبير ف برج “تشيناكيم” اللي كاين ف منطقة سنترال فهونغ كونغ، وخلّى عشرات الناس يهربو، وتهزو أربعة أشخاص للسبيطار.,120,21,0,0,0,0,0,1
